spectral_axis,intensity
6524,0.981906
6526,1.027709
6528,1.056318
6530,1.054024
6532,1.031108
6534,1.016322
6536,1.023828
6538,1.030712
6540,1.023828
6542,1.002414
6544,0.996806
6546,1.027312
6548,1.073427
6550,1.1045
6552,1.101016
6554,1.100421
6556,1.117927
6558,1.128124
6560,1.122317
6562,1.128917
6564,1.156421
6566,1.156903
6568,1.158716
6570,1.178006
6572,1.226301
6574,1.261822
6576,1.268818
6578,1.274002
6580,1.284001
6582,1.295501
6584,1.308503
6586,1.315726
6588,1.335101
6590,1.376598
6592,1.430898
6594,1.494886
6596,1.562585
6598,1.613175
6600,1.637393
6602,1.624675
6604,1.585784
6606,1.55168
6608,1.557996
6610,1.637478
6612,1.743077
6614,1.806697
6616,1.790183
6618,1.723391
6620,1.641189
6622,1.56318
6624,1.498285
6626,1.469393
6628,1.491799
6630,1.561679
6632,1.650282
6634,1.72999
6636,1.769788
6638,1.74268
6640,1.638583
6642,1.491289
6644,1.355892
6646,1.271906
6648,1.229105
6650,1.198825
6652,1.167525
6654,1.148405
6656,1.141522
6658,1.134412
6660,1.119201
6662,1.115519
6664,1.113621
6666,1.109712
6668,1.101016
6670,1.088723
6672,1.080706
6674,1.072605
6676,1.072605
6678,1.063513
6680,1.038501
6682,1.009807
6684,0.988506
6686,0.978819
6688,0.976326
6690,0.975419
6692,0.968225
6694,0.970321
6696,0.985617
6698,0.996721
6700,0.987911
6702,0.970519
6704,0.970208
6706,0.977601
6708,0.981028
6710,0.974428
6712,0.968112
6714,0.971709
6716,0.974117
6718,0.964826
6720,0.943411
6722,0.942108
6724,0.962503
6726,0.979527
6728,0.974315
6730,0.962021
6732,0.960124
6734,0.963013
6736,0.963409
6738,0.954402
6740,0.940805
6742,0.932704
6744,0.944714
6746,0.971511
6748,0.984201
6750,0.955308
6752,0.912225
6754,0.893501
6756,0.919901
6758,0.962106
6760,0.990007
6762,1.002414
6764,1.016209
6766,1.041419
6768,1.067705
6770,1.077307
6772,1.073427
6774,1.052919
6776,1.0287
6778,1.015217
6780,1.020911
6782,1.045724
6784,1.067818
6786,1.072804
6788,1.047707
6790,1.000601
6792,0.955705
6794,0.922309
6796,0.906928
6798,0.905427
6800,0.908117
6802,0.899705
6804,0.882822
6806,0.873305
6808,0.880528
6810,0.891405
6812,0.879225
6814,0.837105
6816,0.798723
6818,0.798327
6820,0.835915
6822,0.87931
6824,0.927011
6826,0.988109
6828,1.051304
6830,1.071416
6832,1.044506
6834,0.999723
6836,0.969018
6838,0.940012
6840,0.902622
6842,0.870416
